,property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_category,floor_category
740,flat,sector 62,4.25,3,3,3,Under Construction,1600.0,1,0,0,0,0,0,LOW,Mid Floor
741,flat,sector 68,1.8,3,3,3+,Relatively New,1845.0,0,0,0,0,0,1,MODERATE,High Floor
742,house,sector 25,10.75,9,9,3+,Old Property,3600.0,0,1,1,1,0,0,MODERATE,Mid Floor
743,flat,sector 102,1.9,3,4,3,Relatively New,1605.0,0,1,0,0,0,0,MODERATE,High Floor
744,flat,sector 90,1.15,3,3,3+,Relatively New,1747.0,0,1,0,1,0,0,MODERATE,Mid Floor
745,flat,sector 102,0.47,2,2,1,Relatively New,582.0,0,0,1,0,0,0,MODERATE,Mid Floor
746,flat,sector 92,0.82,3,3,3+,Relatively New,1523.0,0,0,0,0,0,0,LOW,High Floor
747,flat,sector 6,0.48,3,2,2,Moderately Old,111.0,0,0,0,0,0,0,MODERATE,Low Floor
748,flat,sector 84,2.2,4,4,3+,Relatively New,3108.0,0,1,0,0,0,0,MODERATE,High Floor
749,house,sector 4,0.67,3,3,2,Relatively New,76.0,0,0,0,0,1,0,LOW,Low Floor
750,flat,sector 79,2.55,4,5,2,New Property,2675.0,0,1,0,0,0,0,LOW,Mid Floor
751,flat,sector 93,0.38,2,2,2,Relatively New,661.0,0,0,0,0,0,0,LOW,Mid Floor
752,flat,sector 49,4.52,5,5,3+,Moderately Old,3724.0,1,1,0,1,0,0,LOW,High Floor
753,flat,sector 107,1.02,2,2,3,Relatively New,1388.0,1,0,0,0,0,0,MODERATE,Mid Floor
754,flat,sector 83,1.38,3,3,3,Relatively New,1350.0,0,1,0,0,0,1,LOW,Mid Floor
755,house,sector 31,4.25,5,5,3+,Moderately Old,1620.0,0,0,1,1,0,1,MODERATE,Mid Floor
756,flat,sector 65,2.85,4,4,3,Relatively New,2194.0,1,1,0,0,0,0,LOW,Mid Floor
757,flat,sector 111,3.7,4,5,3+,Relatively New,2650.0,0,1,0,0,0,1,HIGH,High Floor
758,flat,sector 31,1.2,3,2,2,Moderately Old,1450.0,0,0,0,0,1,2,MODERATE,Low Floor
759,flat,sector 103,1.15,2,2,3,Relatively New,1250.0,1,0,0,0,0,1,MODERATE,Mid Floor
760,flat,sector 86,1.23,2,2,3,Relatively New,1339.0,1,0,0,0,0,0,LOW,High Floor
761,flat,sector 56,1.55,3,3,3,Old Property,1810.0,0,1,0,0,0,1,MODERATE,Mid Floor
762,flat,sector 85,1.75,3,4,3,Relatively New,2179.0,0,1,0,0,0,0,LOW,Mid Floor
763,flat,sector 86,1.58,3,3,1,Relatively New,1750.0,0,0,0,1,0,1,HIGH,High Floor
764,flat,sohna road,0.78,3,3,3,Relatively New,1344.0,0,0,0,1,0,0,HIGH,Low Floor
765,flat,sector 82a,2.7,4,4,3+,Moderately Old,2576.0,0,1,0,0,0,0,LOW,High Floor
766,flat,sector 84,0.9,3,3,3+,Relatively New,1525.0,0,0,0,0,0,0,HIGH,High Floor
767,house,sector 11,3.08,6,4,2,Moderately Old,2700.0,0,0,0,0,0,0,LOW,Low Floor
768,flat,sector 92,0.42,2,2,1,Relatively New,657.0,1,0,0,1,0,1,LOW,Mid Floor
769,flat,sector 82,1.75,4,5,3+,Relatively New,2535.0,0,0,0,0,0,0,MODERATE,Low Floor
770,house,sector 109,6.5,4,4,3+,New Property,5400.0,0,1,0,0,0,1,HIGH,Low Floor
771,house,sector 4,2.35,4,4,2,Old Property,1440.0,0,0,0,1,0,0,LOW,Low Floor
772,flat,sector 79,1.41,2,2,3,New Property,1747.0,1,0,0,0,0,0,MODERATE,Mid Floor
773,flat,sector 79,1.85,3,3,3,New Property,1650.0,0,1,0,0,0,0,MODERATE,Mid Floor
774,flat,sector 104,0.85,2,2,3+,Relatively New,1269.0,1,0,0,0,0,0,MODERATE,Mid Floor
775,flat,sector 2,0.98,2,2,3,Moderately Old,1281.0,0,0,0,0,0,0,MODERATE,High Floor
776,house,sector 11,0.95,5,3,0,Moderately Old,1300.0,0,0,0,0,0,0,LOW,Low Floor
777,flat,sector 61,2.1,3,3,3,Relatively New,1592.0,0,0,0,0,0,1,LOW,High Floor
778,flat,sector 90,0.45,2,2,1,New Property,696.0,0,0,0,0,0,1,LOW,Low Floor
779,flat,sector 78,1.15,3,3,3,Moderately Old,1969.0,0,1,0,0,1,0,LOW,Mid Floor
780,flat,sector 104,1.35,3,2,2,New Property,1094.0,0,0,0,0,0,0,LOW,High Floor
781,house,sector 47,4.6,2,6,3+,Moderately Old,1728.0,0,0,0,0,0,2,MODERATE,Mid Floor
782,flat,sector 65,2.35,3,3,2,Relatively New,1650.0,1,1,0,0,0,0,HIGH,Mid Floor
783,flat,sector 49,2.7,3,4,3+,Moderately Old,2159.0,0,0,0,0,0,0,LOW,Mid Floor
784,flat,sohna road,0.4,2,2,3,New Property,661.0,0,0,0,0,0,0,LOW,High Floor
785,flat,sector 85,1.84,3,4,3,Relatively New,2026.0,0,0,0,1,0,0,HIGH,Mid Floor
786,flat,sector 65,2.1,2,2,3,New Property,1015.0,0,0,0,0,0,0,LOW,Mid Floor
787,flat,sector 86,0.5,2,2,1,Relatively New,578.0,0,0,0,0,0,0,LOW,Mid Floor
788,flat,sector 89,1.6,3,3,3,New Property,1774.0,0,0,0,0,0,0,MODERATE,Mid Floor
789,flat,sector 36a,4.1,3,4,3,New Property,2820.0,1,0,0,0,0,2,LOW,High Floor
790,flat,sector 69,1.75,4,4,2,Relatively New,1819.0,0,0,0,0,0,1,MODERATE,Mid Floor
791,flat,sector 49,2.64,3,4,3+,Moderately Old,2252.0,0,1,0,1,0,1,MODERATE,Low Floor
792,house,sector 25,9.0,10,10,3,Old Property,3159.0,0,0,0,1,0,1,MODERATE,Mid Floor
793,flat,sector 102,1.8,3,4,3,Relatively New,1710.0,0,1,0,0,0,0,LOW,High Floor
794,house,sector 56,2.95,2,2,0,Moderately Old,1458.0,0,0,0,0,0,0,LOW,Low Floor
795,flat,sector 88a,1.15,2,2,1,New Property,120.0,1,0,0,0,0,0,MODERATE,High Floor
796,flat,sector 82,1.28,3,3,3,Relatively New,1800.0,1,0,0,0,0,1,HIGH,Mid Floor
797,flat,sector 43,5.8,4,4,3+,Moderately Old,2801.0,0,0,0,0,0,0,LOW,High Floor
798,flat,sector 99,2.45,3,4,3,New Property,2516.0,0,1,0,0,0,1,HIGH,Low Floor
799,flat,sector 67,2.32,3,4,3+,Moderately Old,1764.0,0,1,0,0,0,1,MODERATE,High Floor
800,flat,sector 92,0.58,3,3,3,New Property,1281.0,0,0,0,0,0,0,MODERATE,Mid Floor
801,flat,sector 11,0.36,2,2,0,Relatively New,699.0,0,0,0,0,0,0,LOW,High Floor
802,house,sector 50,9.8,4,4,3,Moderately Old,3240.0,0,1,0,0,0,0,LOW,Low Floor
803,flat,sector 92,0.72,3,3,3,Relatively New,1700.0,0,1,0,0,0,0,LOW,Mid Floor
804,flat,sector 56,1.39,3,2,3,Old Property,1750.0,0,1,0,1,0,1,MODERATE,Mid Floor
805,flat,sector 102,1.35,3,3,3,Relatively New,1315.0,0,1,0,0,0,0,MODERATE,Mid Floor
806,flat,sector 83,1.12,3,3,2,Relatively New,1200.0,1,1,1,1,0,1,HIGH,Mid Floor
807,house,sector 49,2.8,3,3,3,Moderately Old,1800.0,0,0,0,1,0,0,MODERATE,Low Floor
808,flat,sector 63a,1.65,2,2,2,Relatively New,978.0,0,0,0,0,0,0,LOW,Low Floor
809,house,sector 43,2.15,1,1,0,Moderately Old,1650.0,0,0,0,0,0,0,LOW,Low Floor
810,house,sector 49,6.75,5,4,2,Old Property,3420.0,1,1,1,0,0,0,MODERATE,Low Floor
811,house,sector 109,5.9,4,5,2,Relatively New,2430.0,0,1,0,0,0,1,MODERATE,Low Floor
812,house,sector 25,4.25,3,2,3,Old Property,1350.0,1,0,0,0,0,0,LOW,Low Floor
813,house,sector 67a,1.83,4,4,2,New Property,2700.0,0,0,0,1,0,1,MODERATE,Mid Floor
814,flat,sector 108,0.7,2,2,3,Relatively New,1548.0,0,0,0,0,0,0,LOW,Low Floor
815,flat,gwal pahari,5.25,4,5,3+,New Property,5249.0,1,1,0,1,0,0,LOW,Low Floor
816,flat,sector 69,2.6,4,4,3+,Moderately Old,2172.0,0,1,0,0,0,0,LOW,Mid Floor
817,flat,sector 69,1.92,4,4,2,Relatively New,1389.0,0,0,0,0,0,0,HIGH,Low Floor
818,flat,sector 84,1.2,2,2,3,Relatively New,1457.0,1,0,0,0,0,1,MODERATE,Mid Floor
819,house,sector 7,0.9,2,4,3,Old Property,900.0,0,1,0,0,1,1,LOW,Mid Floor
820,flat,sector 56,1.54,3,4,3+,Old Property,1900.0,0,1,0,0,0,1,MODERATE,Mid Floor
821,flat,sector 37d,1.5,3,2,3+,Relatively New,1376.0,0,0,0,0,0,0,LOW,High Floor
822,flat,sector 81,4.5,4,6,3+,Relatively New,3801.0,0,1,0,0,0,1,LOW,High Floor
823,flat,sector 111,2.58,3,4,2,Moderately Old,2200.0,0,1,0,0,0,0,MODERATE,Mid Floor
824,house,manesar,2.0,3,1,0,Moderately Old,1337.4,0,0,0,0,0,0,LOW,Mid Floor
825,flat,sector 69,1.19,2,3,1,Relatively New,1500.0,1,0,0,0,0,1,HIGH,Low Floor
826,flat,sector 55,1.9,4,3,3+,Moderately Old,2000.0,0,0,0,1,0,2,LOW,Mid Floor
827,flat,sector 2,0.98,2,2,3,Moderately Old,1281.0,0,0,0,0,0,0,MODERATE,Low Floor
828,flat,sector 81,0.49,2,2,3,Relatively New,700.0,0,0,0,0,0,0,MODERATE,Mid Floor
829,flat,sector 92,0.68,3,3,2,Relatively New,1442.0,0,0,0,1,0,0,MODERATE,High Floor
830,flat,sector 23,0.55,2,2,1,Moderately Old,995.0,0,0,0,0,0,1,LOW,Low Floor
831,house,sector 15,1.07,2,2,1,Old Property,900.0,0,1,0,0,0,0,LOW,Low Floor
832,flat,sector 99a,1.56,3,5,3,New Property,1807.0,0,1,0,0,1,0,LOW,Mid Floor
833,house,sector 31,4.6,2,4,3+,Old Property,1460.0,0,0,0,0,1,0,LOW,Mid Floor
834,flat,sector 72,4.25,4,4,3+,Relatively New,2941.0,0,1,0,0,0,1,HIGH,Low Floor
835,flat,sector 70,1.25,3,3,3,Under Construction,1688.0,0,0,0,0,0,0,MODERATE,High Floor
836,flat,sector 21,1.3,5,5,2,Old Property,2400.0,1,1,1,0,0,1,LOW,Low Floor
837,house,sector 103,4.35,4,4,3+,Relatively New,3222.0,1,1,1,1,0,0,MODERATE,Low Floor
838,flat,sector 89,0.9,2,2,2,New Property,1105.0,0,0,0,0,0,0,LOW,Low Floor
839,flat,sector 68,1.05,2,2,2,New Property,1200.0,0,0,0,0,0,1,MODERATE,High Floor
840,flat,sector 79,1.35,3,3,3,Relatively New,2161.0,0,0,0,0,0,0,LOW,Mid Floor
841,flat,sector 54,6.75,4,6,3+,Moderately Old,2455.0,0,1,0,0,0,1,MODERATE,High Floor
842,house,sector 12,0.7,4,4,1,Moderately Old,1700.0,0,0,0,0,0,0,LOW,Low Floor
843,flat,sector 70a,2.55,3,3,3,New Property,2000.0,0,1,0,1,1,1,HIGH,High Floor
844,flat,sector 48,3.65,3,3,3+,Relatively New,2395.0,0,0,0,0,1,1,HIGH,Mid Floor
845,flat,sector 104,2.6,4,4,3+,Relatively New,3064.0,0,1,0,0,0,1,HIGH,High Floor
846,flat,sector 85,1.15,2,2,3,Relatively New,1263.0,0,0,0,1,0,0,MODERATE,High Floor
847,flat,sector 88a,2.65,3,3,3+,New Property,1582.0,0,0,0,0,0,0,MODERATE,Mid Floor
848,flat,sector 47,2.4,3,4,3+,Moderately Old,1916.0,0,1,0,0,0,0,MODERATE,Mid Floor
849,flat,sector 79,1.45,2,2,3+,Relatively New,1494.0,1,0,0,0,0,0,MODERATE,Mid Floor
850,house,sector 104,0.6,4,3,1,Moderately Old,1170.0,0,0,0,0,0,0,LOW,Low Floor
851,flat,sector 65,1.73,3,3,3,Relatively New,1262.0,0,1,0,0,0,2,HIGH,Mid Floor
852,flat,sector 85,1.77,3,4,3+,New Property,2179.0,0,0,1,0,0,0,MODERATE,Mid Floor
853,flat,sector 86,1.55,3,3,1,Relatively New,1900.0,0,0,0,1,0,1,HIGH,High Floor
854,flat,sector 61,1.85,2,2,2,New Property,1389.0,0,0,0,0,0,0,LOW,Mid Floor
855,flat,sohna road,0.74,2,2,3+,New Property,1344.0,0,0,0,0,0,0,MODERATE,High Floor
856,flat,sohna road,0.35,2,2,1,New Property,699.0,0,0,0,0,0,0,MODERATE,Low Floor
857,house,sector 39,15.0,5,5,3+,Moderately Old,4500.0,0,1,0,0,0,1,LOW,Mid Floor
858,flat,sector 65,1.75,3,3,3,Relatively New,1081.0,0,1,0,0,0,1,MODERATE,Mid Floor
859,flat,sector 66,2.1,3,4,2,Relatively New,1800.0,0,1,0,0,0,1,HIGH,High Floor
860,house,sector 109,6.1,5,6,3+,Moderately Old,2430.0,0,1,0,0,0,0,LOW,Low Floor
861,house,sector 66,11.0,5,6,3+,New Property,3240.0,1,1,1,1,0,1,HIGH,Low Floor
862,flat,sector 65,5.0,3,3,3,Relatively New,3245.0,0,1,0,0,0,1,HIGH,Low Floor
863,house,sector 23,2.7,5,5,2,Old Property,1450.0,0,0,0,0,0,1,LOW,Mid Floor
864,flat,sector 103,0.5,2,2,0,Relatively New,750.0,0,0,0,0,0,0,LOW,Mid Floor
865,flat,sector 37d,1.0,3,3,3,Relatively New,1250.0,0,0,0,0,0,0,LOW,Mid Floor
866,flat,sector 70,1.6,3,3,3,Relatively New,1527.0,1,1,0,1,1,0,LOW,Mid Floor
867,house,sector 48,22.0,5,6,3,Moderately Old,8250.0,0,1,0,0,0,0,MODERATE,Mid Floor
868,flat,sector 37d,1.77,4,3,3,Relatively New,2025.0,1,1,0,1,1,0,LOW,High Floor
869,flat,sector 3 phase 2,0.55,2,2,1,Relatively New,778.0,1,0,0,0,0,1,MODERATE,Mid Floor
870,flat,sector 69,1.8,3,3,3,Relatively New,1893.0,0,0,0,0,0,0,LOW,High Floor
871,flat,sector 2,0.56,1,1,2,Moderately Old,723.0,0,0,0,0,0,0,MODERATE,Mid Floor
872,flat,sector 92,1.68,3,4,3+,Relatively New,1804.0,0,1,0,0,0,1,HIGH,High Floor
873,flat,sector 70a,1.75,3,4,3+,Relatively New,1706.0,0,0,0,0,1,2,LOW,High Floor
874,flat,sector 109,2.2,3,4,3,Relatively New,1860.0,0,1,0,0,0,0,HIGH,High Floor
875,house,sector 26,5.5,4,4,3+,Moderately Old,1800.0,0,0,1,1,0,0,LOW,Low Floor
876,flat,sector 63,3.0,3,3,3,New Property,2000.0,0,0,0,0,0,0,LOW,Mid Floor
877,flat,sector 85,1.2,2,2,3+,Relatively New,1491.0,0,0,1,0,0,0,MODERATE,Mid Floor
878,flat,sector 108,1.68,3,3,3+,Relatively New,1338.29,1,1,0,0,0,1,MODERATE,Mid Floor
879,flat,sector 54,5.7,3,3,3,Moderately Old,1382.0,0,0,0,0,0,0,LOW,Low Floor
880,flat,sector 90,0.85,3,4,3,Relatively New,1679.0,0,1,1,0,0,0,MODERATE,Mid Floor
881,flat,sector 79,1.2,3,3,3,Relatively New,1165.0,1,0,0,1,0,1,HIGH,High Floor
882,house,sector 2,3.0,6,4,3+,Old Property,1557.0,0,0,0,0,0,1,LOW,Mid Floor
883,house,sector 4,1.25,2,3,0,Moderately Old,160.0,0,0,0,0,0,0,LOW,Low Floor
884,flat,sector 82a,0.75,2,2,2,Relatively New,1000.0,0,0,0,0,0,0,LOW,Low Floor
885,house,sector 66,15.1,5,5,3+,New Property,8067.799999999999,1,1,1,1,0,0,MODERATE,Mid Floor
886,flat,sector 113,2.45,3,3,3+,Relatively New,1890.0,1,0,0,0,0,0,HIGH,Mid Floor
887,flat,sector 70a,2.6,3,2,2,Moderately Old,2406.0,0,1,0,0,0,0,MODERATE,High Floor
888,flat,sector 37c,1.25,3,3,3,Relatively New,1563.0,1,0,0,0,0,0,LOW,Low Floor
889,flat,sector 37,1.19,2,2,3,Relatively New,1387.0,1,0,0,1,0,1,HIGH,High Floor
890,flat,sector 37d,1.75,4,4,3,Relatively New,2100.0,0,0,0,0,1,1,MODERATE,Mid Floor
891,house,sector 105,0.35,2,2,1,Moderately Old,556.0,0,0,0,0,0,0,LOW,Low Floor
892,house,sector 43,8.5,5,5,3,Moderately Old,2700.0,0,1,0,0,0,1,MODERATE,Mid Floor
893,flat,sohna road,0.27,2,2,1,Relatively New,509.0,0,0,0,0,1,1,LOW,Mid Floor
894,flat,sector 70,1.13,3,3,2,Relatively New,1457.0,0,0,0,0,0,0,LOW,Low Floor
895,flat,sector 99a,0.3,2,1,0,Relatively New,500.0,0,0,0,0,0,0,LOW,High Floor
896,flat,sector 77,2.1,3,4,3+,New Property,1600.0,0,1,0,0,0,1,MODERATE,High Floor
897,flat,sector 113,2.48,3,3,3+,New Property,1980.0,0,1,0,0,0,0,MODERATE,Mid Floor
898,flat,sector 111,0.36,1,1,1,Relatively New,450.0,0,0,0,0,0,0,LOW,Mid Floor
899,flat,sector 77,0.99,2,2,2,Relatively New,1126.0,0,0,0,0,0,0,MODERATE,Low Floor
900,house,sector 70a,1.04,3,3,3+,Relatively New,1611.0,0,0,0,0,1,1,MODERATE,Low Floor
901,house,sector 28,6.0,4,4,3+,Old Property,2700.0,1,0,0,0,0,1,MODERATE,Mid Floor
902,flat,sector 37d,1.1,3,3,3+,Relatively New,1561.0,0,0,0,0,0,0,MODERATE,Mid Floor
903,flat,sector 90,0.65,2,2,3,Moderately Old,1222.0,1,0,0,0,0,1,MODERATE,Mid Floor
904,house,sector 25,9.0,5,5,3,Old Property,2700.0,1,1,1,1,0,0,MODERATE,Mid Floor
905,flat,sector 107,1.65,4,5,3+,Relatively New,2505.0,0,1,0,0,0,0,LOW,High Floor
906,flat,sector 52,1.45,3,3,3+,Relatively New,1800.0,0,0,0,0,1,1,MODERATE,Mid Floor
907,flat,sector 81,2.4,3,4,3+,Relatively New,1903.0,0,1,0,0,0,2,HIGH,High Floor
908,flat,sector 79,1.28,3,3,3,Relatively New,1362.0,0,0,0,0,0,0,HIGH,Mid Floor
909,house,sector 33,9.5,6,6,3+,Moderately Old,4914.0,0,0,0,0,0,1,LOW,Mid Floor
910,flat,sector 82a,1.85,3,3,3+,Relatively New,1668.0,0,0,0,0,0,1,LOW,Low Floor
911,flat,sector 103,1.15,2,2,3,Relatively New,1080.0,1,0,0,0,0,1,HIGH,Mid Floor
912,flat,sector 65,2.8,4,4,3,Relatively New,1650.0,1,0,0,0,0,1,MODERATE,Low Floor
913,flat,sector 90,1.26,3,3,2,Relatively New,1650.0,0,0,0,0,1,0,LOW,High Floor
914,flat,sector 78,0.69,2,2,2,Moderately Old,1422.0,0,0,0,0,0,0,MODERATE,High Floor
915,flat,sector 67,4.5,4,4,3+,Relatively New,3160.0,0,1,0,1,0,1,LOW,Low Floor
916,flat,sector 69,0.6,2,1,1,Relatively New,584.0,0,0,0,0,0,0,LOW,High Floor
917,flat,sohna road,0.95,3,2,3+,Relatively New,1210.723472,0,0,0,0,0,0,LOW,Low Floor
918,flat,sector 37d,1.49,3,3,3,Relatively New,1707.0,0,0,0,0,1,0,LOW,High Floor
919,flat,sector 104,1.16,3,4,3+,Relatively New,2018.0,0,1,0,0,0,1,MODERATE,Mid Floor
920,flat,sector 81,2.25,3,3,3+,Relatively New,1600.0,1,1,0,1,1,2,LOW,High Floor
921,flat,sector 4,0.21,1,1,1,Relatively New,500.0,0,0,0,0,0,0,LOW,Low Floor
922,flat,sector 104,0.4,2,2,1,Relatively New,514.0,0,0,0,0,0,0,MODERATE,Mid Floor
923,flat,sector 66,1.45,2,2,3,Relatively New,1082.0,0,0,0,0,0,0,MODERATE,Mid Floor
924,flat,sector 50,1.4,3,3,2,Relatively New,1245.0,0,0,1,0,0,1,MODERATE,Mid Floor
925,flat,sector 66,3.0,4,5,3+,Relatively New,2100.0,0,1,0,0,0,1,LOW,Mid Floor
926,flat,sector 85,1.4,2,2,3,Relatively New,1400.0,0,0,0,0,0,0,LOW,High Floor
927,house,sector 12,1.4,2,2,1,Old Property,166.0,0,0,0,0,0,0,LOW,Low Floor
928,flat,sector 70a,1.34,2,2,3+,New Property,1180.0,0,0,0,0,0,1,MODERATE,High Floor
929,flat,sector 31,5.5,4,5,3+,Relatively New,2663.0,1,1,0,1,0,0,MODERATE,Low Floor
930,flat,sector 52,0.45,1,1,0,Moderately Old,513.0,0,0,0,1,0,1,LOW,Low Floor
931,flat,sector 2,0.6,1,1,1,Moderately Old,665.0,0,0,0,0,0,1,MODERATE,Mid Floor
932,flat,sector 82,1.12,3,3,2,Relatively New,1588.0,0,0,0,1,0,0,LOW,High Floor
933,flat,sector 65,3.0,4,4,3+,Relatively New,1975.0,0,1,0,0,0,0,MODERATE,Low Floor
934,house,sector 109,6.75,4,4,3+,New Property,6228.0,0,1,0,1,0,0,MODERATE,Low Floor
935,flat,sector 70,1.75,3,4,2,Relatively New,1950.0,0,1,0,1,0,0,LOW,High Floor
936,flat,gwal pahari,1.38,3,3,2,Relatively New,1294.0,0,0,0,0,0,1,HIGH,Low Floor
937,flat,sector 90,1.99,4,4,3+,Relatively New,3030.0,0,1,0,1,0,1,MODERATE,Mid Floor
938,flat,sector 81,4.45,4,4,3+,Relatively New,3850.0,1,1,0,1,1,1,LOW,Mid Floor
939,flat,sector 93,1.25,3,4,2,Relatively New,1350.0,0,0,0,0,0,1,MODERATE,High Floor
940,flat,sector 37d,0.9,3,3,2,Relatively New,1185.0,0,0,0,0,0,2,LOW,High Floor
941,house,sector 2,5.2,4,5,2,Moderately Old,5200.0,0,0,0,0,0,0,LOW,Low Floor
942,flat,sector 70,2.35,4,4,3+,Moderately Old,2667.0,0,1,0,0,0,0,MODERATE,Mid Floor
943,house,sector 9,0.22,2,2,2,Old Property,37.0,0,0,0,0,0,0,LOW,Low Floor
944,flat,sector 86,0.9,3,3,2,New Property,1690.0,0,0,0,0,0,0,LOW,Mid Floor
945,flat,sector 82,1.0,2,2,2,Relatively New,1299.0,1,0,0,0,0,1,MODERATE,High Floor
946,flat,sector 70,1.64,3,5,3,Relatively New,1527.0,0,1,0,0,0,0,MODERATE,Mid Floor
947,flat,sector 103,1.34,3,3,3+,Relatively New,1725.0,1,1,1,1,0,1,LOW,High Floor
948,flat,sector 84,0.9,3,3,3,Relatively New,1652.0,0,0,0,0,0,0,MODERATE,High Floor
949,house,sector 48,5.5,3,6,2,Moderately Old,2592.0,0,1,0,0,1,1,MODERATE,Low Floor
950,house,sector 9,1.25,3,6,3+,Old Property,1431.0,0,0,0,0,0,0,LOW,Mid Floor
951,flat,sector 77,2.25,3,3,3,New Property,1810.0,0,1,0,0,0,1,LOW,High Floor
952,flat,sector 67a,0.7,2,2,1,New Property,657.0,0,0,0,0,0,0,LOW,High Floor
953,flat,sector 90,1.9,4,4,3+,Relatively New,2512.0,0,1,1,0,0,1,HIGH,High Floor
954,flat,sector 58,2.2,2,2,2,Relatively New,1244.0,0,0,0,0,0,0,LOW,Mid Floor
955,house,sector 2,0.65,2,2,1,Moderately Old,1125.0,0,0,1,0,0,0,LOW,Low Floor
956,flat,sector 51,0.71,2,2,1,Relatively New,1007.0,0,0,0,0,0,0,LOW,Mid Floor
957,house,sector 3 phase 3 extension,0.55,2,1,0,Moderately Old,1100.0,0,0,0,0,0,0,LOW,Low Floor
958,flat,sector 90,0.92,3,3,2,Relatively New,2167.0,1,0,0,0,0,1,LOW,Mid Floor
959,flat,sector 79,1.65,3,3,0,Relatively New,1815.0,0,0,0,0,0,0,LOW,High Floor
960,flat,sector 76,0.75,2,2,2,Under Construction,665.0,0,0,0,0,0,0,MODERATE,High Floor
961,house,sector 4,0.7,3,3,0,Moderately Old,117.0,0,0,0,0,0,0,LOW,Low Floor
962,flat,sector 14,1.7,5,5,2,Old Property,2556.0,1,0,1,1,0,2,MODERATE,Low Floor
963,flat,sector 92,0.42,3,3,1,Relatively New,711.0,0,0,0,0,0,0,LOW,Low Floor
964,flat,gwal pahari,5.5,4,5,3+,New Property,5249.0,1,1,0,1,0,0,HIGH,High Floor
965,flat,sector 71,1.16,3,3,3,Moderately Old,1577.0,0,1,0,0,0,1,MODERATE,Mid Floor
966,flat,sector 89,1.1,3,1,0,New Property,1103.0,0,0,0,0,0,0,LOW,Low Floor
967,flat,sector 110,3.25,4,4,3,Relatively New,3077.0,0,1,0,0,1,0,MODERATE,High Floor
968,flat,sector 43,6.0,4,4,2,Moderately Old,2667.0,0,1,0,0,0,1,LOW,Low Floor
969,flat,sohna road,0.4,2,2,2,Relatively New,900.0,0,0,0,0,0,0,LOW,Low Floor
970,house,sector 22,4.7,6,6,3+,Old Property,2368.0,0,0,1,1,0,1,MODERATE,Low Floor
971,flat,sohna road,0.34,2,2,1,New Property,699.0,0,0,0,0,0,0,LOW,Low Floor
972,house,sector 50,10.56,5,5,3,Moderately Old,3240.0,0,1,0,0,0,0,LOW,Mid Floor
973,flat,sector 49,1.9,3,3,3,Old Property,1600.0,0,0,0,0,1,1,LOW,Low Floor
974,flat,sector 102,1.9,3,4,3,Relatively New,1710.0,0,1,0,0,0,0,HIGH,Mid Floor
975,house,sector 43,9.5,5,5,3+,Relatively New,2250.0,0,1,0,1,0,1,MODERATE,Low Floor
976,house,sector 56,3.25,5,6,3+,Relatively New,1512.0,0,0,0,1,1,1,LOW,Mid Floor
977,flat,sector 62,2.15,2,2,3,Under Construction,1676.0,0,0,0,0,0,0,MODERATE,High Floor
978,flat,sector 65,1.7,3,3,3,Relatively New,1081.0,1,0,0,0,0,1,MODERATE,Mid Floor
979,flat,sector 84,0.85,2,2,3,Relatively New,1158.0,0,0,0,0,0,1,LOW,Mid Floor
980,flat,sector 85,1.31,2,2,2,Relatively New,1822.0,0,1,0,0,0,0,MODERATE,Mid Floor
981,flat,sector 63,8.5,4,4,0,New Property,3950.0,0,0,0,0,0,0,MODERATE,High Floor
982,flat,sector 102,1.8,3,3,3,Relatively New,1531.0,0,0,0,0,0,0,MODERATE,Low Floor
983,flat,sector 103,1.65,3,3,3+,Relatively New,1683.0,1,0,0,0,0,0,LOW,High Floor
984,flat,sector 92,0.21,1,1,1,Relatively New,336.0,0,0,0,0,0,0,MODERATE,Low Floor
985,flat,sector 72,3.19,4,5,3+,Relatively New,2376.0,0,1,0,0,0,1,HIGH,High Floor
986,flat,sector 92,0.49,2,2,2,Relatively New,1109.0,0,0,0,0,0,0,MODERATE,Low Floor
987,flat,sector 65,4.95,3,3,3,Relatively New,2816.0,0,1,0,0,0,1,MODERATE,Mid Floor
988,flat,sector 91,0.87,2,2,2,Relatively New,1148.0,0,0,1,0,0,0,MODERATE,Mid Floor
989,flat,sohna road,0.22,1,1,1,New Property,778.0,0,0,0,0,0,0,MODERATE,Low Floor
990,house,sector 4,0.4,1,1,1,Moderately Old,432.0,0,0,0,0,0,0,LOW,Low Floor
991,house,sector 56,3.4,6,6,3+,Moderately Old,1530.0,0,0,0,0,0,1,LOW,Low Floor
992,house,sector 43,1.65,4,4,3+,Moderately Old,540.0,0,0,0,0,1,2,LOW,Mid Floor
993,house,sector 21,0.45,3,2,1,Old Property,594.0,0,0,0,0,0,0,LOW,Low Floor
994,flat,sector 60,3.6,4,5,3,Relatively New,2604.0,0,1,0,0,0,1,LOW,High Floor
995,house,sector 111,9.0,5,5,3+,Relatively New,8000.0,0,1,0,0,0,0,MODERATE,Mid Floor
996,flat,sector 109,1.5,3,3,3+,Relatively New,1466.0,0,0,0,0,0,0,HIGH,Mid Floor
