,property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_category,floor_category
2403,flat,sector 113,2.7,3,4,3+,Relatively New,2217.0,0,1,0,0,0,1,LOW,Mid Floor
2404,flat,sector 71,1.0,1,1,1,Relatively New,869.0,0,0,0,0,0,0,MODERATE,Mid Floor
2405,flat,sector 102,1.41,2,2,3,Relatively New,1238.0,0,0,0,0,1,0,LOW,Low Floor
2406,house,sector 82,6.8,4,4,3+,Relatively New,3240.0,0,1,0,0,0,2,MODERATE,Mid Floor
2407,flat,sohna road,0.38,2,2,2,Relatively New,750.0,0,0,0,0,0,0,LOW,Mid Floor
2408,flat,sohna road,0.25,1,1,1,Relatively New,386.0,0,0,0,0,0,0,MODERATE,Low Floor
2409,flat,sector 67,0.56,2,2,1,New Property,889.0,0,0,0,0,0,0,MODERATE,Mid Floor
2410,flat,sector 89,1.5,3,3,3,Relatively New,1923.0,1,1,0,0,0,0,MODERATE,Mid Floor
2411,flat,sector 102,1.4,3,3,3,Relatively New,1300.0,0,1,0,0,0,0,LOW,Mid Floor
2412,house,sector 57,3.15,5,4,3+,Moderately Old,1548.0,0,0,1,0,0,1,MODERATE,Low Floor
2413,flat,sector 48,11.25,4,5,3+,Relatively New,4422.0,0,1,0,1,0,0,LOW,Low Floor
2414,house,sector 103,3.25,4,3,3+,Relatively New,4000.0,0,0,0,0,0,0,MODERATE,High Floor
2415,flat,sector 108,1.25,3,3,3,Relatively New,1500.0,0,1,0,1,0,0,HIGH,Low Floor
2416,flat,sector 2,1.51,3,4,3+,Moderately Old,1738.0,0,1,0,0,0,0,MODERATE,Mid Floor
2417,flat,sector 81,0.95,2,2,2,Relatively New,1260.0,0,0,0,0,0,1,HIGH,High Floor
2418,flat,sector 77,0.71,2,2,2,Relatively New,1057.0,1,0,0,0,0,0,MODERATE,Mid Floor
2419,house,sector 26,23.0,4,4,3+,Relatively New,9000.0,1,1,1,1,0,1,MODERATE,Low Floor
2420,flat,sector 108,0.7,2,2,2,Relatively New,1505.0,0,0,0,0,0,0,LOW,High Floor
2421,flat,sector 79,1.85,3,4,3,New Property,1643.0,0,1,0,1,0,0,LOW,High Floor
2422,house,sector 7,0.69,1,1,1,Old Property,758.0,0,0,0,0,0,0,LOW,Low Floor
2423,flat,manesar,0.75,3,3,3+,Moderately Old,1914.0,0,1,0,0,0,0,LOW,Mid Floor
2424,house,sector 24,6.5,4,4,2,Old Property,2844.0,0,0,0,1,0,0,LOW,Low Floor
2425,house,sector 11,2.5,5,4,3,Old Property,1850.0,0,0,1,0,0,0,LOW,Low Floor
2426,flat,sector 104,1.75,3,4,3+,Relatively New,2072.0,0,1,0,0,0,0,MODERATE,High Floor
2427,flat,sector 99,0.92,2,2,3+,Under Construction,1235.0,0,0,0,0,0,0,MODERATE,High Floor
2428,flat,sector 14,4.26,4,4,0,Old Property,3250.0,0,0,0,0,0,0,LOW,Mid Floor
2429,house,sector 55,3.1,5,4,3+,Moderately Old,1548.0,0,1,1,0,0,1,MODERATE,Low Floor
2430,flat,sector 89,1.05,2,2,2,Under Construction,1103.0,1,0,0,0,1,0,LOW,Mid Floor
2431,flat,sector 63a,3.15,3,3,3,Relatively New,2153.0,0,0,0,0,1,0,LOW,Mid Floor
2432,flat,sector 77,1.55,4,4,3+,Relatively New,1800.0,1,1,0,0,0,2,LOW,Low Floor
2433,flat,sector 71,1.32,4,4,3,Moderately Old,1985.0,0,1,0,0,0,0,MODERATE,High Floor
2434,flat,sector 67,2.8,3,3,3,Relatively New,2048.0,0,0,1,0,0,2,HIGH,Low Floor
2435,flat,sector 56,1.99,4,4,3+,Old Property,2000.0,0,0,0,1,1,1,MODERATE,Mid Floor
2436,house,sector 26,18.9,6,8,2,Relatively New,4518.0,1,1,1,1,0,1,MODERATE,Mid Floor
2437,flat,sector 92,0.9,4,5,3+,Relatively New,1805.0,0,1,0,0,0,0,LOW,Mid Floor
2438,flat,sector 90,0.65,2,2,3,Relatively New,1222.0,1,0,0,0,0,0,MODERATE,Mid Floor
2439,flat,sector 50,1.8,3,4,3+,Moderately Old,1870.0,0,1,0,0,0,1,HIGH,Mid Floor
2440,flat,sector 74,1.48,2,2,3,Relatively New,1300.0,0,0,1,0,0,0,HIGH,High Floor
2441,flat,sector 92,0.8,3,3,3,Relatively New,1692.0,1,0,0,0,0,1,MODERATE,Mid Floor
2442,flat,sector 65,2.85,3,3,3,Relatively New,1828.0,0,0,0,0,0,1,MODERATE,High Floor
2443,flat,sector 65,4.94,3,4,3,Moderately Old,2754.0,0,1,0,0,0,0,HIGH,High Floor
2444,flat,sector 60,2.05,2,3,2,Relatively New,1520.0,0,0,1,0,0,1,HIGH,Low Floor
2445,flat,sector 49,3.0,4,4,3,Moderately Old,2200.0,0,1,0,1,0,1,MODERATE,Mid Floor
2446,flat,sector 92,1.83,4,3,3,New Property,2104.0,0,1,0,0,0,0,MODERATE,Mid Floor
2447,flat,sector 22,4.3,3,4,3+,Relatively New,2600.0,0,1,0,0,1,2,MODERATE,Mid Floor
2448,flat,sector 90,0.64,2,2,3,Old Property,1199.0,1,0,0,0,0,0,MODERATE,Mid Floor
2449,house,sector 55,2.8,4,4,0,Old Property,1500.0,0,0,0,0,0,0,LOW,Low Floor
2450,flat,sector 90,0.65,2,2,3,Relatively New,1050.0,1,0,0,0,0,0,MODERATE,Mid Floor
2451,flat,sector 28,7.0,4,3,2,Moderately Old,2488.0,0,1,0,0,0,0,LOW,Mid Floor
2452,house,sector 8,0.82,2,3,3,Moderately Old,900.0,0,0,0,0,0,0,LOW,Low Floor
2453,flat,sohna road,0.54,2,2,3,New Property,676.0,0,0,0,0,0,0,LOW,Mid Floor
2454,flat,sector 2,0.56,1,2,2,Moderately Old,723.0,0,0,0,0,0,0,MODERATE,Mid Floor
2455,flat,sector 107,1.21,3,3,3,Moderately Old,1713.0,0,0,0,0,0,1,MODERATE,Mid Floor
2456,flat,sector 108,2.6,3,3,2,Relatively New,1711.0,0,0,0,0,0,0,MODERATE,Mid Floor
2457,house,sector 4,0.47,3,4,0,Moderately Old,1350.0,0,0,0,0,0,0,LOW,Mid Floor
2458,flat,sector 79,1.45,2,2,3,Relatively New,1578.0,0,0,0,0,0,0,MODERATE,High Floor
2459,flat,sector 102,1.42,3,3,3,Relatively New,1315.0,0,1,0,0,0,0,MODERATE,Mid Floor
2460,flat,sector 92,1.44,4,4,3,Relatively New,2267.0,0,0,0,0,0,0,LOW,Mid Floor
2461,flat,sector 88a,1.45,3,3,3,Relatively New,1993.0,0,0,0,0,0,0,LOW,High Floor
2462,flat,sector 113,1.85,3,2,2,New Property,1429.0,0,0,0,0,0,0,LOW,Mid Floor
2463,flat,sector 9a,0.88,3,3,2,Old Property,1438.0,0,0,0,0,0,1,LOW,Low Floor
2464,house,sector 25,4.5,5,3,2,Old Property,1350.0,0,0,1,1,0,0,LOW,Mid Floor
2465,house,sector 24,1.9,10,9,3+,Relatively New,5018.0,0,0,0,0,1,2,LOW,Mid Floor
2466,house,sector 3 phase 3 extension,0.95,4,3,2,Old Property,1070.0,0,0,0,0,0,0,LOW,Low Floor
2467,flat,sector 77,0.86,2,2,2,New Property,1214.0,0,0,0,0,0,1,MODERATE,High Floor
2468,flat,sector 81,0.39,2,2,2,Relatively New,667.0,0,0,0,0,0,0,LOW,Mid Floor
2469,flat,sector 69,1.38,3,3,1,Relatively New,1392.0,0,0,0,0,0,0,HIGH,High Floor
2470,flat,sector 109,2.2,3,4,3,Relatively New,1860.0,0,1,0,0,0,0,HIGH,Mid Floor
2471,flat,sector 69,0.6,2,1,1,Relatively New,667.0,0,0,0,0,0,0,LOW,High Floor
2472,flat,sector 90,1.25,3,3,3,Relatively New,1640.0,0,0,0,1,0,0,HIGH,Mid Floor
2473,flat,sector 107,1.7,4,5,3+,Relatively New,2505.0,0,1,0,0,0,0,MODERATE,Mid Floor
2474,flat,sector 102,1.9,3,3,3+,New Property,1700.0,0,0,0,1,0,0,HIGH,High Floor
2475,flat,sector 82,0.99,3,4,2,New Property,1620.0,0,1,0,0,0,0,MODERATE,High Floor
2476,flat,sector 110,4.49,5,5,3+,Relatively New,3511.0,0,1,0,0,0,0,HIGH,Mid Floor
2477,house,sector 43,6.5,5,4,3+,Moderately Old,1836.0,0,1,0,1,0,1,MODERATE,Mid Floor
2478,flat,sector 111,0.5,1,1,1,Relatively New,374.0,0,0,0,0,0,2,MODERATE,Low Floor
2479,house,sector 82a,3.85,5,6,3+,Relatively New,5140.0,0,0,0,0,0,0,MODERATE,Mid Floor
2480,house,sector 41,4.25,2,9,3+,Moderately Old,1620.0,1,1,0,0,0,1,LOW,Mid Floor
2481,flat,sector 106,0.88,2,2,3+,Relatively New,940.0,0,0,0,0,0,0,LOW,Low Floor
2482,house,sector 57,3.49,4,4,2,Moderately Old,1728.0,1,1,0,1,0,1,LOW,Mid Floor
2483,flat,sector 33,2.2,3,3,3,New Property,1900.0,0,1,0,0,0,1,LOW,High Floor
2484,flat,sector 33,0.4,2,2,2,New Property,623.0,0,0,0,0,0,0,LOW,Mid Floor
2485,house,sector 9,0.35,2,2,1,Old Property,360.0,0,0,0,0,0,0,LOW,Low Floor
2486,house,sector 92,2.75,4,4,3+,Relatively New,5000.0,1,0,0,1,0,0,LOW,Mid Floor
2487,house,sector 51,2.25,6,3,3+,Relatively New,900.0,0,0,0,0,0,0,MODERATE,Mid Floor
2488,flat,sector 78,1.25,4,4,3,Relatively New,2300.0,0,1,0,1,1,0,MODERATE,Low Floor
2489,flat,sector 108,1.36,3,2,3+,Relatively New,1343.0,1,1,0,0,0,1,MODERATE,Low Floor
2490,flat,sector 67a,0.6,2,2,2,New Property,633.0,0,0,0,0,0,0,LOW,High Floor
2491,flat,sector 109,1.88,4,5,3,Relatively New,2765.0,0,0,0,0,0,0,MODERATE,Mid Floor
2492,house,sector 26,13.5,5,5,2,Moderately Old,4518.0,1,1,0,0,1,1,MODERATE,Low Floor
2493,flat,sector 107,0.36,2,2,1,Relatively New,598.0,0,0,0,0,1,0,LOW,Mid Floor
2494,house,sector 24,2.75,7,7,3+,Moderately Old,3000.0,0,0,0,0,1,1,LOW,Mid Floor
2495,house,sector 6,0.85,2,2,0,Moderately Old,1222.0,0,0,0,0,0,0,LOW,Mid Floor
2496,flat,sector 69,1.7,4,4,1,Relatively New,1783.0,0,0,0,0,0,0,MODERATE,High Floor
2497,house,sector 43,2.45,4,4,3+,Moderately Old,540.0,1,1,0,1,1,2,MODERATE,Mid Floor
2498,flat,sector 108,3.95,4,5,3,Relatively New,2343.0,0,0,0,0,0,0,MODERATE,High Floor
2499,flat,sector 71,1.12,3,4,3,Moderately Old,1631.0,0,1,0,0,0,0,MODERATE,Low Floor
2500,flat,sector 68,2.22,3,2,3,Relatively New,1403.0,0,0,0,0,0,0,LOW,Mid Floor
2501,house,sector 43,5.75,4,4,2,Moderately Old,2430.0,0,1,1,0,0,2,HIGH,Mid Floor
2502,flat,sector 92,2.0,4,5,3+,Relatively New,2453.0,0,1,0,0,0,1,MODERATE,High Floor
2503,flat,sector 12,0.72,2,2,1,Relatively New,1100.0,0,0,0,0,1,1,LOW,Low Floor
2504,house,sector 43,8.25,5,6,3+,Moderately Old,2700.0,1,1,1,1,0,1,MODERATE,Mid Floor
2505,flat,sector 92,0.71,3,3,2,Relatively New,1596.0,0,0,0,0,0,0,LOW,Mid Floor
2506,flat,sector 108,2.95,3,4,2,Relatively New,2003.0,0,0,0,0,0,0,LOW,High Floor
2507,flat,sector 104,1.59,2,2,2,Relatively New,1403.0,0,0,0,0,0,0,MODERATE,High Floor
2508,flat,sector 67,2.72,4,4,3+,Relatively New,2250.0,0,1,0,1,0,1,MODERATE,Low Floor
2509,house,sector 4,0.47,2,2,1,New Property,50.0,1,0,0,0,0,1,MODERATE,Low Floor
2510,house,sector 46,4.35,3,8,2,Relatively New,1836.0,1,0,0,1,0,1,LOW,Mid Floor
2511,flat,sector 106,0.87,2,2,3+,New Property,1120.0,0,0,0,0,0,0,HIGH,Low Floor
2512,house,sector 105,0.37,2,2,1,Moderately Old,450.0,0,0,0,0,1,0,LOW,Low Floor
2513,flat,sector 99a,1.23,3,5,3,Relatively New,1807.0,0,1,0,0,0,0,MODERATE,Mid Floor
2514,house,sector 38,3.5,3,2,3,Moderately Old,1458.0,0,0,1,0,0,1,MODERATE,Low Floor
2515,house,sector 49,3.75,2,6,3+,Moderately Old,1467.0,1,0,0,0,0,1,LOW,Mid Floor
2516,flat,sector 62,9.2,4,6,3,Relatively New,3867.0,0,1,0,1,0,1,HIGH,Mid Floor
2517,flat,sector 86,1.3,3,3,3,Moderately Old,1747.0,0,1,0,1,0,0,MODERATE,High Floor
2518,flat,sector 85,1.85,3,4,3,Relatively New,2179.0,1,1,0,0,0,1,LOW,Low Floor
2519,flat,sector 113,1.75,2,2,2,Relatively New,1430.0,1,0,0,0,0,0,MODERATE,Mid Floor
2520,flat,sector 73,1.0,2,2,2,New Property,1444.0,0,0,0,0,0,0,LOW,High Floor
2521,flat,sector 79,1.1,2,2,3,New Property,81.0,0,0,0,0,0,0,MODERATE,Mid Floor
2522,flat,sector 52,5.0,5,7,3+,Moderately Old,5778.0,0,1,0,1,0,0,MODERATE,Low Floor
2523,flat,sector 108,0.7,2,2,1,Moderately Old,1468.0,0,0,0,0,0,0,LOW,Mid Floor
2524,flat,sector 109,1.8,3,3,3+,Relatively New,2000.0,0,0,0,0,0,0,HIGH,Mid Floor
2525,flat,sector 69,1.8,4,4,2,Relatively New,1819.0,0,0,0,1,0,1,HIGH,Mid Floor
2526,house,sector 45,7.35,6,4,3+,Old Property,2475.0,1,1,1,1,0,1,MODERATE,Mid Floor
2527,flat,sector 71,0.37,1,1,2,Relatively New,450.0,0,0,0,0,0,0,MODERATE,Low Floor
2528,flat,sector 85,2.1,4,4,3,Relatively New,2600.0,0,0,0,0,0,0,LOW,Low Floor
2529,flat,sohna road,0.42,2,2,1,Relatively New,650.0,0,0,0,0,0,0,LOW,High Floor
2530,flat,sector 102,0.97,2,2,2,Relatively New,828.0,0,0,0,0,0,0,MODERATE,High Floor
2531,flat,sector 67,1.2,3,3,2,Relatively New,200.0,0,0,0,0,0,0,LOW,Low Floor
2532,house,sector 7,0.27,2,2,1,Moderately Old,225.0,0,0,0,0,0,0,LOW,Low Floor
2533,house,sector 55,3.55,4,4,3+,Old Property,1449.0,0,0,0,0,0,1,LOW,Low Floor
2534,flat,sector 107,1.2,3,3,3,Relatively New,1750.0,0,0,0,0,0,1,LOW,Mid Floor
2535,flat,sector 109,1.45,3,4,3+,Relatively New,1797.0,0,1,0,0,0,0,MODERATE,Mid Floor
2536,flat,sector 88a,1.65,3,3,3,New Property,1652.0,0,0,0,0,0,0,MODERATE,High Floor
2537,flat,sector 70a,1.18,2,2,3,New Property,1400.0,0,0,0,1,0,0,MODERATE,Mid Floor
2538,flat,sector 79,1.4,3,3,3,New Property,1656.0,0,0,0,0,0,1,MODERATE,Low Floor
2539,flat,sector 112,2.6,2,2,3,Relatively New,2441.0,0,0,0,0,0,0,HIGH,Mid Floor
2540,flat,sector 92,1.9,4,4,3+,Relatively New,1920.0,1,1,0,1,1,0,LOW,Mid Floor
2541,house,sector 7,0.45,3,2,0,Old Property,1000.0,0,0,0,0,0,0,LOW,Low Floor
2542,flat,sector 107,0.4,2,2,1,Relatively New,577.0,0,0,0,0,0,1,MODERATE,Mid Floor
2543,house,sector 69,2.95,4,3,2,New Property,1800.0,0,0,0,1,1,2,MODERATE,Mid Floor
2544,flat,sector 70a,1.66,3,3,3+,New Property,1900.0,0,1,0,0,0,0,MODERATE,Mid Floor
2545,flat,sector 102,1.26,2,2,3,Relatively New,1100.0,0,0,0,0,0,1,LOW,Mid Floor
2546,flat,sector 83,1.25,4,4,3,Moderately Old,1970.0,0,1,0,0,0,0,MODERATE,High Floor
2547,house,sector 48,8.5,4,6,3,Old Property,3240.0,0,1,0,1,1,0,LOW,Mid Floor
2548,house,sector 92,7.35,4,4,3+,Moderately Old,1760.0,0,1,0,1,0,1,MODERATE,Mid Floor
2549,flat,sector 48,1.75,3,3,3,Old Property,2200.0,0,1,0,0,0,1,MODERATE,Mid Floor
2550,flat,sector 49,1.85,3,3,1,Moderately Old,1471.12,0,0,1,1,0,0,HIGH,Mid Floor
2551,house,sector 17,3.5,2,5,3,Old Property,1440.0,0,0,0,0,0,0,LOW,Mid Floor
2552,flat,sector 90,1.6,4,4,3+,Relatively New,2139.0,0,1,0,1,0,0,MODERATE,Mid Floor
2553,house,sector 26,16.0,4,4,3,Relatively New,4235.0,1,0,1,1,0,0,LOW,Low Floor
2554,flat,sector 33,1.35,3,2,3+,New Property,1484.0,0,0,0,1,0,0,LOW,Mid Floor
2555,flat,sector 99,1.6,3,4,0,New Property,2400.0,0,0,0,0,0,0,MODERATE,High Floor
2556,flat,sohna road,0.26,2,2,2,Relatively New,640.0,0,0,0,0,0,0,LOW,Mid Floor
2557,house,sector 112,7.46,4,4,3+,Relatively New,6350.0,0,1,0,1,0,1,MODERATE,Low Floor
2558,house,sector 11,4.0,5,4,1,Moderately Old,2025.0,0,0,0,0,0,0,LOW,Low Floor
2559,flat,sector 53,6.02,3,3,3,Relatively New,2892.0,0,0,0,0,0,0,MODERATE,High Floor
2560,flat,sector 30,1.3,3,3,2,Old Property,1401.0,0,0,0,0,0,0,LOW,Low Floor
2561,flat,sector 92,1.55,3,4,3,Relatively New,1805.0,0,1,0,0,0,1,MODERATE,High Floor
2562,flat,sector 83,1.73,3,3,3,Relatively New,1600.0,0,1,0,0,0,1,HIGH,Mid Floor
2563,flat,sector 63,7.8,4,4,0,New Property,3950.0,0,0,0,0,0,0,MODERATE,Mid Floor
2564,flat,sector 104,2.63,4,4,3+,Relatively New,2953.0,0,1,0,0,0,1,HIGH,High Floor
2565,flat,sector 102,0.95,2,2,2,Relatively New,915.0,0,0,0,0,0,0,LOW,High Floor
2566,flat,sector 92,0.5,2,2,3,Relatively New,1000.0,0,0,0,0,0,0,LOW,Low Floor
2567,flat,sector 72,3.4,3,4,3+,Moderately Old,2185.0,0,1,0,0,0,0,LOW,Mid Floor
2568,flat,sector 110,4.1,5,5,2,Relatively New,3500.0,0,1,0,0,0,0,HIGH,Mid Floor
2569,flat,sector 37d,1.1,3,3,2,Relatively New,1439.0,0,0,0,0,0,0,LOW,Low Floor
2570,flat,sector 79,1.0,2,2,2,Relatively New,1300.0,1,0,0,0,0,0,LOW,Mid Floor
2571,flat,sector 91,0.96,2,2,3+,Moderately Old,1271.0,0,0,0,0,0,0,MODERATE,Mid Floor
2572,flat,sector 92,1.25,4,4,3,Relatively New,1939.0,0,1,0,0,0,0,MODERATE,High Floor
2573,flat,sector 84,0.35,2,2,2,Relatively New,537.0,0,0,0,0,0,0,LOW,Mid Floor
2574,flat,sector 113,6.0,5,6,3+,Moderately Old,7294.0,0,0,0,0,0,0,MODERATE,High Floor
2575,house,sector 50,12.0,5,6,3+,Moderately Old,3240.0,0,0,0,0,0,0,MODERATE,Mid Floor
2576,flat,sector 92,0.79,3,2,2,New Property,1175.0,0,0,0,0,0,0,LOW,High Floor
2577,flat,sector 107,0.9,2,2,3,Relatively New,1281.0,1,0,0,0,0,1,MODERATE,Mid Floor
2578,flat,sector 2,1.4,3,3,3+,Moderately Old,1611.0,0,0,0,0,0,0,MODERATE,Mid Floor
2579,house,sector 46,5.5,8,8,3+,Moderately Old,2385.0,1,0,0,0,1,1,LOW,Mid Floor
2580,flat,sector 33,1.25,2,2,3+,Under Construction,1539.0,0,0,0,0,0,0,LOW,High Floor
2581,house,sector 105,1.2,3,2,1,Old Property,1185.51,0,0,0,0,0,0,LOW,Low Floor
2582,flat,sector 90,0.95,2,2,3,Relatively New,1131.0,1,0,0,0,0,0,LOW,Mid Floor
2583,flat,sector 69,1.37,3,3,1,Relatively New,1392.0,0,0,0,0,0,0,MODERATE,High Floor
2584,flat,sector 112,5.2,4,6,3+,Relatively New,3655.35,0,1,0,1,0,1,HIGH,High Floor
2585,flat,sector 106,2.1,4,6,3+,Relatively New,2131.0,0,1,0,0,1,0,MODERATE,Mid Floor
2586,flat,sector 102,2.5,4,5,3+,Relatively New,2600.0,0,1,0,1,0,1,HIGH,Mid Floor
2587,house,sector 13,9.0,10,5,3+,Old Property,8100.0,0,0,0,0,0,0,LOW,Mid Floor
2588,flat,sector 89,1.0,2,2,2,New Property,1226.0,1,0,0,0,0,0,LOW,Low Floor
2589,flat,sector 85,1.22,2,2,3,Relatively New,1300.0,0,0,1,0,0,0,MODERATE,High Floor
2590,flat,sector 113,2.0,3,3,2,Under Construction,1507.0,0,0,0,0,0,0,LOW,High Floor
2591,flat,sector 70a,1.69,3,3,3+,New Property,1900.0,0,1,0,0,0,0,HIGH,Mid Floor
2592,flat,sector 104,2.6,3,4,3+,Relatively New,2061.0,1,1,0,0,0,0,MODERATE,Mid Floor
2593,house,sector 109,5.7,4,5,3+,Relatively New,5400.0,1,1,1,1,0,0,HIGH,Mid Floor
2594,flat,sector 70,1.55,3,5,3,Relatively New,1527.0,0,1,0,0,0,0,HIGH,Mid Floor
2595,flat,sector 67,3.05,3,3,3+,Relatively New,2029.0,0,1,0,0,0,1,HIGH,High Floor
2596,flat,sector 85,1.83,3,3,3+,Relatively New,2032.0,0,0,0,0,0,0,MODERATE,High Floor
2597,flat,sector 71,0.55,2,2,1,Relatively New,600.0,0,0,0,0,0,1,LOW,Mid Floor
2598,house,sector 76,0.75,3,5,3,Moderately Old,600.0,0,0,0,0,0,0,LOW,Mid Floor
2599,flat,sohna road,0.32,2,2,1,Relatively New,744.000768,0,0,0,0,0,0,MODERATE,Mid Floor
2600,flat,sector 65,2.44,3,3,2,Relatively New,1654.0,0,0,0,0,0,0,LOW,Mid Floor
2601,flat,sector 62,10.75,5,7,3,Relatively New,4990.0,0,1,0,0,0,1,HIGH,Mid Floor
2602,flat,sector 104,1.75,3,4,3+,Relatively New,2036.0,1,1,0,1,1,1,LOW,High Floor
2603,flat,sector 65,2.9,4,4,0,Relatively New,2194.0,0,0,1,0,0,0,MODERATE,Low Floor
2604,flat,sector 103,1.34,3,3,3+,Relatively New,1560.0,1,0,0,0,0,0,MODERATE,High Floor
2605,flat,sector 91,1.8,4,4,3+,Moderately Old,2604.0,0,1,0,1,0,0,MODERATE,Mid Floor
2606,flat,sector 77,0.75,2,2,2,Relatively New,1180.0,0,0,0,0,0,1,HIGH,Mid Floor
2607,flat,sector 81,2.35,3,4,3+,Relatively New,2511.0,0,1,0,0,0,0,MODERATE,Mid Floor
2608,flat,sector 69,1.29,3,3,1,Relatively New,1419.0,0,0,0,1,0,1,MODERATE,High Floor
2609,house,sector 50,7.45,4,4,3,Old Property,4500.0,0,1,0,0,0,1,MODERATE,Mid Floor
2610,flat,sector 85,1.1,3,4,3,Moderately Old,1467.0,0,1,0,0,0,2,MODERATE,Mid Floor
2611,flat,sector 91,0.9,2,2,2,Relatively New,1186.0,0,0,0,0,0,2,MODERATE,High Floor
2612,flat,sector 50,8.5,4,4,3,Moderately Old,11111.0,0,1,0,0,0,0,LOW,Mid Floor
2613,house,sector 8,0.62,3,1,0,Moderately Old,550.0,0,0,0,0,0,0,LOW,Low Floor
2614,flat,sector 22,4.78,3,4,3,Relatively New,2500.0,0,1,0,0,1,2,MODERATE,Mid Floor
2615,flat,sohna road,0.4,2,2,2,Relatively New,762.0,0,0,0,0,0,0,MODERATE,Mid Floor
2616,flat,sector 81,2.29,3,4,3+,Relatively New,2315.0,1,1,0,0,0,2,HIGH,Mid Floor
2617,house,sector 43,15.5,5,6,3,Moderately Old,5490.0,1,1,1,1,0,0,MODERATE,Mid Floor
2618,flat,sector 90,1.25,3,3,2,Relatively New,1578.0,0,0,0,0,1,0,LOW,High Floor
2619,flat,sector 22,4.8,4,6,3+,New Property,2778.0,0,1,0,1,0,2,LOW,Mid Floor
2620,house,sector 57,6.21,6,6,3+,Old Property,2700.0,1,1,1,1,0,0,MODERATE,Mid Floor
2621,house,sector 3 phase 2,0.4,2,1,0,Relatively New,500.0,0,0,0,0,0,0,LOW,Low Floor
2622,house,sector 14,3.4,3,3,3,Old Property,2250.0,0,0,0,0,0,0,LOW,Low Floor
2623,flat,sector 53,5.6,3,3,3+,Relatively New,2617.0,0,0,0,0,0,0,LOW,Low Floor
2624,flat,sector 70,1.23,2,2,3,Relatively New,1222.0,1,0,0,0,0,0,LOW,Low Floor
2625,house,sector 26,4.0,4,4,3,Old Property,1350.0,0,0,1,0,0,0,LOW,Low Floor
2626,flat,sector 3,1.1,2,2,2,Under Construction,956.0,0,0,0,0,0,0,MODERATE,High Floor
2627,house,sector 26,17.3,6,7,3+,New Property,4518.0,1,1,1,1,0,1,MODERATE,Mid Floor
2628,flat,sector 37c,0.98,3,4,3,Relatively New,1660.0,0,1,0,0,1,0,LOW,Mid Floor
2629,flat,sector 93,0.85,2,2,0,Relatively New,597.0,0,0,0,0,0,0,LOW,Mid Floor
2630,flat,sector 107,0.38,2,2,2,Relatively New,627.0,0,0,0,0,0,2,LOW,Mid Floor
2631,flat,sector 81,2.3,3,4,3+,Relatively New,1854.0,0,1,0,0,0,2,HIGH,High Floor
2632,flat,sector 69,1.44,3,3,2,Relatively New,1381.0,0,0,0,1,0,0,HIGH,Low Floor
2633,house,sector 28,11.25,9,9,3+,Moderately Old,3240.0,0,1,1,1,0,1,MODERATE,Low Floor
2634,house,sector 109,7.0,5,6,2,Relatively New,5400.0,0,1,0,0,0,0,HIGH,Low Floor
2635,flat,sector 7,0.8,3,2,1,Relatively New,1100.0,0,0,0,0,0,1,MODERATE,Mid Floor
2636,flat,sohna road,0.65,2,2,2,Relatively New,1043.0,0,0,0,1,0,0,MODERATE,Low Floor
2637,flat,sector 48,1.76,3,3,3+,Moderately Old,1576.0,0,1,0,1,0,1,HIGH,Mid Floor
2638,house,sector 26,5.5,4,4,3,Moderately Old,1800.0,1,1,0,1,0,0,MODERATE,Low Floor
2639,flat,sector 102,2.0,3,4,3+,Relatively New,1900.0,1,1,0,0,0,1,HIGH,High Floor
2640,house,sector 7,0.45,3,2,1,Old Property,900.0,0,0,0,0,1,0,LOW,Low Floor
2641,flat,sector 37c,0.78,2,2,3,Moderately Old,1068.1,0,0,0,0,0,1,MODERATE,Low Floor
2642,flat,sector 7,0.48,3,2,1,New Property,889.0,0,0,0,0,0,0,LOW,Low Floor
2643,flat,sector 76,1.92,3,3,2,Relatively New,1628.0,0,0,0,0,0,0,MODERATE,Mid Floor
2644,flat,sector 36,0.42,2,2,1,New Property,590.0,0,0,0,0,0,0,LOW,Mid Floor
2645,flat,sector 65,5.9,3,3,3,Relatively New,3043.0,1,1,0,0,0,0,MODERATE,High Floor
2646,flat,sector 106,1.34,4,5,3+,Relatively New,1535.0,0,1,0,0,0,0,LOW,Mid Floor
2647,flat,sector 102,0.45,1,1,2,Relatively New,750.0,0,0,0,0,0,0,LOW,Mid Floor
2648,house,sector 4,0.65,1,1,1,Moderately Old,70.0,0,0,0,0,1,0,LOW,Low Floor
2649,flat,sector 107,0.27,2,2,2,Relatively New,543.0,0,0,0,0,0,0,LOW,Low Floor
2650,flat,sector 56,1.37,3,3,3+,Old Property,1450.0,0,0,0,0,1,0,HIGH,Low Floor
2651,flat,sector 83,0.65,2,2,2,Relatively New,950.0,0,0,0,0,0,1,HIGH,Low Floor
2652,house,sector 109,6.0,5,5,3+,Relatively New,6228.0,1,1,1,1,0,0,HIGH,Low Floor
2653,house,sector 70a,4.6,4,4,3+,Moderately Old,2610.0,1,1,1,1,0,0,MODERATE,Mid Floor
2654,flat,sector 102,1.4,3,3,3,Relatively New,1413.0,0,1,0,0,0,0,LOW,Mid Floor
